Message_ID,Original_Message,Transmitted_Message,Error_Correction_Applied,Corrected_Message,Encryption_Type,Encrypted_Message,Decrypted_Message,Authentication_Status,Transmission_Time (ms),Error_Rate (%),Throughput (Mbps),Data_Integrity (%),Target
4328,Maintenance Arriving Departing Departing,Maintenance Arriving Departing Departing,0,Maintenance Arriving Departing Departing,HybridRSA-Blowfish,gAAAAABnlGiMOmG_DY08q5m_q0pQfnvgz6zVWTueMNm-7i5L9koA6CF9Fp6A_H_dH5y2XGhYV7h4grnhMboCG5MXq0DIs65unv4NDk9uE8Di49f7PDw5UZG6w3aboyRCifmQVcov7xpZ,Maintenance Arriving Departing Departing,Failure,11.79,1.3,57.12,98.7,Not Secure
4329,Delays Delays On-Time Train Station Station,Delays Delays On-Time Train Station Station,0,Delays Delays On-Time Train Station Station,RSA,gAAAAABnlGiMRseQdTHkVZzD6Foe2CJXLWiIM-65_7pX2siKbgXjYVf3wo6hdmeLake2PQ_J_s97UWdjAtNCE5eykMITb2lAJtyO67UQlIfKEHSKWk5IkXHfgnxhIaQyJvWGV5bglQAt,Delays Delays On-Time Train Station Station,Success,13.14,0.1,57.98,99.9,Secure
4330,Maintenance Train Train Departing,Maintenance Train Train Departing,0,Maintenance Train Train Departing,HybridRSA-Blowfish,gAAAAABnlGiM1b2dnRGioktTfQBh26tP2HVWavHleEuIcJ9SNMmebtf86eM8rZdgxlHw9Ks1o_vOOCaaX1AwHJiOfTVur6jAcEXwzJbRRBM-VQ5YgWkDqVooEvgfYjUmAy-EsWIc5Uy5,Maintenance Train Train Departing,Failure,13.33,1.72,57.45,98.28,Not Secure
4331,Departing Maintenance Station Maintenance Arriving Maintenance,Departing Maintenance Station Maintenance Arriving Maintenance,0,Departing Maintenance Station Maintenance Arriving Maintenance,Blowfish,gAAAAABnlGiML6Q3iX4aORQ8Ky8BvNkBIj_RgLDb1DZd-w5j1q4YGSuJucMaqOojNoZHN2ar3VdWfDt-Dw7HWQN5eNTN7ax6QKn51sFJ_Keg3FgT8jAk1EdkkFTQZ6QdblIZxKiE8IDAOCQY8uakhxJRQ0VwOUDbsQ==,Departing Maintenance Station Maintenance Arriving Maintenance,Success,7.58,1.88,56.12,98.12,Secure
4332,Maintenance Arriving Departing Arriving,Maintenance Arriving Departing Arriving,0,Maintenance Arriving Departing Arriving,Blowfish,gAAAAABnlGiMF1a1dil52UqBFBBKa5yWuGa0V_2hR8F3A6k3oaUx1BCGyCCesTrML4oA8nHRWOZQhGxYridYpQ151wPU-k_0Ghs_XjZzCBJyE4-PjloxO6aJ6_UgkD38TsfKt5O3W1Wa,Maintenance Arriving Departing Arriving,Failure,6.81,1.42,53.84,98.58,Not Secure
4333,Train On-Time On-Time Train Delays Maintenance Train,Train On-Time On-Time Train Delays Maintenance Train,0,Train On-Time On-Time Train Delays Maintenance Train,Blowfish,gAAAAABnlGiMMEVSaSQ5J7mqEiaWLW49FtoQwvxvslRV9DUTABAfv8-Et_C6Shv4DB5_hvsbm-tCGkJ0Kv4KeWP4WBcacKIc7daTtSOHcJoRewNZdzb_RnPnKaNx9udus5e10jZ99xGUkXliGwrkqF5wHyr9j4DqLg==,Train On-Time On-Time Train Delays Maintenance Train,Failure,8.63,0.53,52.7,99.47,Not Secure
4334,On-Time Departing On-Time Departing Maintenance Train,On-Time Departing On-Time Departing Maintenance Train,0,On-Time Departing On-Time Departing Maintenance Train,HybridRSA-Blowfish,gAAAAABnlGiMk3aglrV7AcZdFZ0uM-VC6pVbTjSztd8P1GFWjy8AlOpBxZg3yQPjidrfz7bZuN9nGpiwzw-wcOi7lt7dJNxE8hvcB1_aeXSQRc1y7gt_cltUd5TzLTXQy4bfGhKE15jfbaKgasbfpcNjCxeo-81WLA==,On-Time Departing On-Time Departing Maintenance Train,Failure,6.87,0.47,59.04,99.53,Not Secure
4335,Arriving Train On-Time Station Maintenance,Arriving Train On-Time Station Maintenance,0,Arriving Train On-Time Station Maintenance,Blowfish,gAAAAABnlGiMIb97F7BfWM6dXfcj8G52gAXvikW84ZnBpriNGPPGXtSskV5Xz9Kv7Y7-ljNEV1wJwlsj3DF9khzwn4iG7L8eoAb69pXp-JWa4ISgiBSvD6JUB5sWMKiLCmNfKRm5ztat,Arriving Train On-Time Station Maintenance,Failure,14.45,0.71,53.9,99.29,Not Secure
4336,Maintenance Departing Departing Departing Arriving,Maintenance Departing Departing Departing Arriving,0,Maintenance Departing Departing Departing Arriving,HybridRSA-Blowfish,gAAAAABnlGiMlSQNE2DoJn6LVmclTafdlnMwUeXFO3E7lK1-yI-dwYpvd4uQ7eQhuEM3IxC9B7_kToenOflm_qDhhLtIZGovI4OInkl0DO0u-jEuL-GT22OF4J_DhVm1ltb26MEtr1zssc6R_gOHD4nMTgCMeKFrCg==,Maintenance Departing Departing Departing Arriving,Success,10.74,1.87,56.62,98.13,Secure
4337,Maintenance Departing Maintenance Maintenance Maintenance Maintenance Departing,Maintenance Departing Maintenance Maintenance Maintenance Maintenance Departing,0,Maintenance Departing Maintenance Maintenance Maintenance Maintenance Departing,Blowfish,gAAAAABnlGiMGFBZzWgkTo0cv5bDjN5MXjSGK7p561xrwn4z277xV-V6DE0Et86_3eI5sbHl9FkSpJ8rsyzTYMkO42IMs8EusapwAtwtz6heFS-qGNbRbs2EKuqNBvwc2nXFKIsswCBqzddRSbIU09EH0av7hou3P_bbohQ49-eBtNDkXxoYzJA=,Maintenance Departing Maintenance Maintenance Maintenance Maintenance Departing,Success,13.93,0.33,59.87,99.67,Secure
4338,Delays Maintenance Arriving On-Time Arriving,DXlays Maintenance Arriving On-Time Arriving,1,Delays Maintenance Arriving On-Time Arriving,Blowfish,gAAAAABnlGiMO7SAaKY4ZVIHsstBtCBisNpafEJsFIvdee6PbvySGxj6m1C9-VfTpeCmBu-yNR0yWL0p52ES_eZzqijJD6739ibKpIXjj6dESeqIdi6MJhfw95Qz_EmcWdHCtWlOM8Y8,Delays Maintenance Arriving On-Time Arriving,Success,12.41,1.73,58.82,98.27,Secure
4339,Station Maintenance Departing Station Departing,Station Maintenance Departing Station Departing,0,Station Maintenance Departing Station Departing,HybridRSA-Blowfish,gAAAAABnlGiMJ4XrQTWuoc-xn6L3zLsBs7R3ZQX5tAl3GBda23vBAKL29iNKi9GWdDnh_cEVV3Ga5chNcMU-k27Ht7cdvxlyj-DUHj8ku27XjWj192M5tpE7VioCTBgIfrc3EQC1NjtL,Station Maintenance Departing Station Departing,Failure,13.32,0.78,58.42,99.22,Not Secure
4340,Departing Station Train Departing Station,Departing Station Train Departing Station,0,Departing Station Train Departing Station,Blowfish,gAAAAABnlGiMH6PHDsDPPC7T53UdQ6V6jL4AhTLfitJxtEDq36C5F6Od8AdA1UpiGjxEd7ob9eKxi4lpB_8mYh_hGbR3k2-4mXfNBR-NnVkrIpEB12eEBbjP0KR2jZZXo9jx0Gz6davg,Departing Station Train Departing Station,Failure,9.43,1.23,57.44,98.77,Not Secure
4341,Arriving Arriving Arriving Train Delays,Arriving Arriving Arriving Train Delays,0,Arriving Arriving Arriving Train Delays,RSA,gAAAAABnlGiMI4lyoZ0aJH-a0Gn5O33FkJr3URe1zxtr2_4UVrd0B6n7OWcKIrKw0kdfsUJX3Hr7Gly_LM0iDGc5g9II-8izUhcULv1QLUB9qfO7uZVYrkIJC6R5ZjzLp2HA1aGm35d_,Arriving Arriving Arriving Train Delays,Success,8.63,1.52,54.1,98.48,Secure
4342,Station Station On-Time Departing,Station Station On-Time Departing,0,Station Station On-Time Departing,RSA,gAAAAABnlGiMustCKVZsUL6EklDMka4v0XgmIA6m3jaUQi11RqGsWsm54fsx5oKqScXKCC9gnEseDeJojJpX5TD-MBT5rz6aEBWORvB_Uy_Vq01IECmrL9giK96KvrC6sx2-g7C3xztB,Station Station On-Time Departing,Success,13.98,1.57,55.1,98.43,Secure
4343,Departing Delays Maintenance Maintenance Maintenance Delays Departing,Deparxing Delays Maintenance Maintenance Maintenance Delays Departing,1,Departing Delays Maintenance Maintenance Maintenance Delays Departing,HybridRSA-Blowfish,gAAAAABnlGiMBuPVywIiBbTngaG0Ad3atV09GarED_MoNGGC_yJTOXGjHaQvTcNQqoOArXfZvSzOrYx2Mnpwbsz9WxVX-TMK_HzXIy3ezHvzPcfDnJsjFQkHP-tzP3Xpj0-26Qtc050xQB6ySvTwi9KWs2g5kBw1JS8otyCeZeNcGYZkvO-RZNY=,Departing Delays Maintenance Maintenance Maintenance Delays Departing,Success,14.53,1.62,58.19,98.38,Secure
4344,Train Arriving Departing Arriving Delays,Train Arriving Departing Arriving Delays,0,Train Arriving Departing Arriving Delays,Blowfish,gAAAAABnlGiM8SMm_q5JDedvvxkM9bs4w2kxBj0Q5OUMIAfRa9gWnpraeAJiVU2fi74fCMIjXRWLxO7ikNpTHn6g_sXyr6840Sbz1iXcW6YcuGGIrLqq049-9wJLm0zG7GhS5qNeWNxi,Train Arriving Departing Arriving Delays,Success,6.09,1.36,55.88,98.64,Secure
4345,Station Delays Station Station Train Train Maintenance,Station Delays Station Station Train Train Maintenance,0,Station Delays Station Station Train Train Maintenance,HybridRSA-Blowfish,gAAAAABnlGiMivlFMmqdILOgebbge8_eVSCDA0l6uG8NHRdOjek6LfPqKbSSBKoeUPPmvRTzplk9FccWijvPOL4fPCSV70lg9RzUSFeUuzI799EwWGmZaxU5-i8d6FlSpr4fMFaJ3i7AhKwEO9n-xUoP6VPt81eIKQ==,Station Delays Station Station Train Train Maintenance,Success,8.71,0.31,57.77,99.69,Secure
4346,On-Time Station Maintenance Train Train Maintenance,On-Time Station Maintenance Train Train Maintenance,0,On-Time Station Maintenance Train Train Maintenance,RSA,gAAAAABnlGiMGuNi_qYcKy28aKQDcOM7WySEhIISoAgq5v5h38F4tdVU9O6Mjl4LHYgIuK8O4HIJicXVKjO6De8JcbllgHcfKW-O6_x6n-QxdFGc2k7PilcF1LLpExVEqW3GjQ3Y-hyGdGHeDzNcfEtEGP0g53YF-g==,On-Time Station Maintenance Train Train Maintenance,Failure,11.67,0.98,51.88,99.02,Not Secure
4347,Train Train On-Time On-Time Departing Delays Maintenance,Train Train On-Time On-Time Departing Delays Maintenance,0,Train Train On-Time On-Time Departing Delays Maintenance,Blowfish,gAAAAABnlGiMLxDtkyllQ1yyIdZXFjSOPQKVLir3as5h-tUxS5rbZjXVwbqObogK5EciAWg0wjympKvrU42T5_zBv5XwGVJdcZ7TSpEKYrAHi1qmqYwCcBgOhlHalov9wIy0B2TYBQjc0t_c4j_D7I4u-0gOJlRYZw==,Train Train On-Time On-Time Departing Delays Maintenance,Success,14.35,0.58,54.23,99.42,Secure
4348,Train Delays Train Delays Delays On-Time Train,TraGn Delays Train Delays Delays On-Time Train,1,Train Delays Train Delays Delays On-Time Train,HybridRSA-Blowfish,gAAAAABnlGiMRd1db43CTf4D5mUIbTLzp7h3WcdEZ28E8nVOegqHaAT28Wspmt5MUAVY48-4Ud68VZvOtxPV88UWG5zCDG6ZHC4q2PFCiJ6E4SDlLLgzxLijlTrZU03cPkBGknmcFEB8,Train Delays Train Delays Delays On-Time Train,Success,14.91,1.32,51.18,98.68,Secure
4349,On-Time Train Maintenance Arriving Maintenance,On-Time Train Maintenance Arriving Maintenance,0,On-Time Train Maintenance Arriving Maintenance,RSA,gAAAAABnlGiMBX6cR-D4PY2eIO_yBH1t5psIGzpmiyhumYPwg0J4maoK7N1MvYuX-GCWqE9cZNtuyy3kqvionCwYccpvPyjKPjN_ROotB2EncxqfEUiTMoDhkE0QteoapcgFXNY4_cWN,On-Time Train Maintenance Arriving Maintenance,Failure,14.61,1.92,58.99,98.08,Not Secure
4350,On-Time Maintenance Station On-Time Arriving,On-Time Maintenance Station On-Time Arriving,0,On-Time Maintenance Station On-Time Arriving,Blowfish,gAAAAABnlGiMDTIkzhMxJuPrEVka317ru94AJOj-ExycIOxddNwNFp-odZ7R2BYevJF3E3ipEWf_fQ8vIISOetfnxtQDftURRqG0O5sTnCuvXbKDvog4HNeqrlaaFuyLezcpcvXJctcy,On-Time Maintenance Station On-Time Arriving,Success,14.91,0.06,53.78,99.94,Secure
4351,Delays Train On-Time Station Maintenance On-Time Arriving,Delays Train On-Time StPtion Maintenance On-Time Arriving,1,Delays Train On-Time Station Maintenance On-Time Arriving,Blowfish,gAAAAABnlGiMsM-8NgI3S74iJq27KDBzWjVFLnWQhlK_YGtOmhvWUvRGndDSoL88264N1aMKrM2FxlV-ydQUeR1nWnG5wxPlpgNmpKalCJ7Hersk422vO73nZBFVLIZ9p4LoVlD1xt6Qj1sqBB-vTDWimGFFgF6X3w==,Delays Train On-Time Station Maintenance On-Time Arriving,Success,7.76,1.58,54.13,98.42,Secure
4352,Delays Departing Train On-Time Arriving,Delays Departing Train On-Time Arriving,0,Delays Departing Train On-Time Arriving,RSA,gAAAAABnlGiMDbqpXM81PNRpuv9ee4DVsitCOveThPbqK-YzEwUSJFUOi--kL4F5-OSOSMQMnfSUotGgQf6TcSq6os94p6DB31JyGG4o0AFldi54mJX6Bp8TnNN22uh9V8V0Vf7Q5EsU,Delays Departing Train On-Time Arriving,Failure,13.38,1.62,54.7,98.38,Not Secure
4353,Station On-Time Departing Departing On-Time,Station On-Time Departing Departing On-Time,0,Station On-Time Departing Departing On-Time,Blowfish,gAAAAABnlGiMuSrYER2ofMTUmdyCfmyareeb5i3b8JnpKnS5hBLWXcKZc0ojbY413EnaBr-4QKFE0F6WrOUyALEFIZVM3toSoahqBSBGTr2_tBfL9-P1g3qxdplMAdNLaE38Itwmzvxr,Station On-Time Departing Departing On-Time,Failure,9.42,0.99,55.44,99.01,Not Secure
4354,Delays On-Time Station Departing Delays On-Time,Delays On-Time Station Departing Delays zn-Time,1,Delays On-Time Station Departing Delays On-Time,RSA,gAAAAABnlGiMBPdrEPLYLv6lAmC3dEcTQcz56D2AM6YEJQmyQYVZztZfaWjqmFZCMx7xWSPPgpeUtj3lO3O4El_GUNIyQQbgzdt6mBAySiD4iznHjd9cqXa1fzDSRyJzJxVqJWbh27zf,Delays On-Time Station Departing Delays On-Time,Success,9.57,1.92,50.47,98.08,Secure
4355,Delays Train Maintenance Delays On-Time Train Train,Delays Train Maintenance Delays On-Time Train Train,0,Delays Train Maintenance Delays On-Time Train Train,RSA,gAAAAABnlGiMi4wUx2ZWSMA5_kNWl1HmcXVCgUxD3saZjvzkmxhvqSriuH8KkEKYBLlcBPxrbtSt2McltuQhJSbz4reQS_Wjp2F8kSL7ehgN_i59C2P0yvnh46q26bC4rNJsVBHjcihfYd7sKEBIXU6Vk5uET6X3qA==,Delays Train Maintenance Delays On-Time Train Train,Success,10.76,1.29,58.79,98.71,Secure
4356,Train Departing Maintenance Train Train Arriving Maintenance,Train Departing Maintenance Train Train Arriving Maintenance,0,Train Departing Maintenance Train Train Arriving Maintenance,Blowfish,gAAAAABnlGiMVbOzg_HtwnFAfTrz8Tup9kNQjN1IIyZp-HkaMP7yWstsvz48TX2QAULq7FzqXGtX4RBlem-zv4-lqfhIO6ISN1XH5U9ZxKJC2GLGVPnSGlt4ycyApI0yJpWmg9BRfhTwZY6GSKaWGf83-Z1YP8tVBw==,Train Departing Maintenance Train Train Arriving Maintenance,Failure,12.93,0.41,51.9,99.59,Not Secure
4357,On-Time Arriving On-Time Arriving Departing On-Time,On-Time Arriving On-Time Arriving Departing On-Time,0,On-Time Arriving On-Time Arriving Departing On-Time,RSA,gAAAAABnlGiMOrNs-myzFiIj8TOVm-C-Ea7I2fh0QMy_AV1IOJGol70APBv2o9oBu9zERgb9Sgi77XBMQS7SHKSz9Te4A-9SHtNCfEd81VFG2tX8q-Mpj8lwF3Rxd9ux67Hp7iDJzgcRXX_Qoqf6dVTWFjubx690Sg==,On-Time Arriving On-Time Arriving Departing On-Time,Failure,7.04,1.59,52.0,98.41,Not Secure
4358,Departing Train Arriving Station Departing,Departing Train Arriving Station Departing,0,Departing Train Arriving Station Departing,RSA,gAAAAABnlGiMmMbhBvzgAeTpwfSvZNEBCA8GYfcpNzlIuFb5Gw0_b3oyMA9rzNhnDx8dcql5z-5imPnhJUcnaT2d_EDUMmgMqQyqKrxO4vgpi1L2NfegvO7bPU4DAY4GKMIjZVQJ_aKk,Departing Train Arriving Station Departing,Success,11.03,1.67,59.54,98.33,Secure
4359,Station Station Arriving Maintenance Departing,Station Station Arriving Maintenance Departing,0,Station Station Arriving Maintenance Departing,RSA,gAAAAABnlGiM_4QMmflmNbIZ5CiT9on5TXFUxKutC98zzG19E8LDHLe89Z8qf81aqz6c1BxPK8SUKIunvaE_2YoIb3puGgmemLRB2JFkhofSKEtko-P6ExNnyTwuB5sGAm5JW2u2FQlD,Station Station Arriving Maintenance Departing,Failure,7.63,1.16,57.06,98.84,Not Secure
4360,Train Departing Delays Arriving Delays,Train Departing Delays Arriving Delays,0,Train Departing Delays Arriving Delays,Blowfish,gAAAAABnlGiMHX7e2TVEXEPEopbYjMoTP7Mq3zn8o4iCiX9eN9lQqUWeO5ZJ_T0MXZKzhzcbxDq5mWw_hvNwxkixGwSQBSQHJXFftOuRf2q69_7gbZWH6gj0uK9fj0lviQ3QROoRXZC3,Train Departing Delays Arriving Delays,Success,7.09,1.51,50.12,98.49,Secure
4361,Arriving Arriving Station Train,ArrZving Arriving Station Train,1,Arriving Arriving Station Train,Blowfish,gAAAAABnlGiMdT8qSy-_8IhAC7Wv3HuQcSNAON5Ym3TiAGfSvnoHmw24XZ874lgy3unZL01VbIfxtZubmC_-7bnqeW-juug6gojIDIIgSa-l_Mgp9apweDo=,Arriving Arriving Station Train,Success,10.34,1.43,56.26,98.57,Secure
4362,Delays Departing On-Time Arriving Delays Arriving,Delays Departing On-Time Arriving Delays Arriving,0,Delays Departing On-Time Arriving Delays Arriving,HybridRSA-Blowfish,gAAAAABnlGiM1ZhEfry5aoKXWxd6_dhXyQtDbl2I8r8ecAllun0f0pTCF_DzS-AqMHKDM0u0pSOm_7xRuotE1Ziuovt5HB2GJDGiOXS_-acQ_nXE8uB7G9vzpj4w5jLkRsH0tao1okbMCujMvCnHg5gmQkLNAYOEXQ==,Delays Departing On-Time Arriving Delays Arriving,Success,13.06,1.29,50.25,98.71,Secure
4363,Departing Station Station Train Arriving Train Train,Departing Station Station Train Arriving Train Train,0,Departing Station Station Train Arriving Train Train,HybridRSA-Blowfish,gAAAAABnlGiMsQ-sEXCJ1vq-H4NYLLt9ZUvoxEoMuwzaA8fIHhJc29c42fS1ydMHxP9H2x-VfrxYF2w8mpUboElIBsWwwSH45TofVr4Tw02kzeV2BTcQTSy_xHP7-JZ5w4uDcvFVceq6DRNQ2hijETdf8lZs-UAxiQ==,Departing Station Station Train Arriving Train Train,Failure,14.14,1.79,50.53,98.21,Not Secure
4364,Delays Train Maintenance Arriving On-Time Train,Delays Train Maintenance Arriving On-Time Train,0,Delays Train Maintenance Arriving On-Time Train,HybridRSA-Blowfish,gAAAAABnlGiM9gBiWfQb7bEBVZXZ0b_PhH88IU-EThINtVpy6263E0eTGYFS_fx1HVfeaDt8A-MJLaS75jfEqJwYcb_182nVqCJgW9hEJ4vP73GE5uqgyNgWp7ZzlWtlm8C72bJqFa-7,Delays Train Maintenance Arriving On-Time Train,Success,14.87,1.56,59.67,98.44,Secure
4365,Station On-Time Arriving Maintenance On-Time Station,Station On-Time Arriving Maintenance On-Time Station,0,Station On-Time Arriving Maintenance On-Time Station,RSA,gAAAAABnlGiM428jaZHwLwz97USDO2i2JIZSUK8n-TD6IoyhsZrb4uz7oMRuKcdMaiT5QYsWSwUvkRAUqESWnquihSN20G94-xO9nl5o5Ay0BDHGcWbT29FWWeNzlYLYFY2a82zoXSNd0YWEfbcSgaytyNd45_gXMQ==,Station On-Time Arriving Maintenance On-Time Station,Failure,13.02,0.9,57.09,99.1,Not Secure
4366,Delays On-Time Arriving Delays Delays Departing Station,Delays On-Time Arriving Delays Delays Peparting Station,1,Delays On-Time Arriving Delays Delays Departing Station,Blowfish,gAAAAABnlGiMO5YdhHTLCYBwxckcnSFCOuFnV4j3B4erLjBGcbvOwYGHjpJ_KMqEnHFLvNGQVzjM3rR86-OPXK68vgnzaEjntcgXWO6d1m4r_bGltE5XoYFh0MnpGKF37hUMCnJsWoXl8NuQOUf5cXJ-9RZVnXZV7w==,Delays On-Time Arriving Delays Delays Departing Station,Success,11.19,0.37,55.9,99.63,Secure
4367,Train On-Time Delays On-Time,Train On-Time Dellys On-Time,1,Train On-Time Delays On-Time,Blowfish,gAAAAABnlGiMqNB43WU9z6C-rEbqjljuIYn8jY7aVszWf7YVYHyPEVrTvOv0myZpoI20HyWUhg8iAk_9-ptjFdtVAQJ1IkkYTZuvW0RJe2MkipcbwRkq0h4=,Train On-Time Delays On-Time,Success,14.62,1.63,54.93,98.37,Secure
4368,Arriving Station Station On-Time Departing On-Time,Arriving Station Station On-Time Departing On-Time,0,Arriving Station Station On-Time Departing On-Time,Blowfish,gAAAAABnlGiMJgE_P3TfGqPjp7OH0-vp7AeYBfby1y8TQLX1fZQ0ifdnxEkAONTC3rWC_jsnk6Z0vYZ8u-pN_9BbUq1XZvx5VaRLCJHirv-lIq67e3JkxoXB6LCI1RkVu3lVLxFDQ55xMjn__Lt1PE40fV_wldEQ8A==,Arriving Station Station On-Time Departing On-Time,Success,12.56,1.78,51.97,98.22,Secure
4369,Arriving Train Maintenance Station Delays Arriving Station,Arriving Train Maintenance Stahion Delays Arriving Station,1,Arriving Train Maintenance Station Delays Arriving Station,RSA,gAAAAABnlGiM9afjQMpukcd9SjZvt2LkQHMBI-NMdO6tntIL6QTHGJlVV2p6XB7iG6I_hkLJjPrsc-KKt2oS1Gy_vQGRmOIWDcZhJ3W4D1FDF15JAso191AaxSGq1jz-8guzqLGn2PWMtp_PPkXcTKcTJvpzRwQrWA==,Arriving Train Maintenance Station Delays Arriving Station,Failure,8.79,1.53,58.15,98.47,Not Secure
4370,Train Station Departing Delays,Train Station Departing Delays,0,Train Station Departing Delays,HybridRSA-Blowfish,gAAAAABnlGiMXd6ZG6T6s4UREbJGZOfpvOWVU1u8CjkwW3NAv95gngxKkGAllLJg_IV15lZ9WCtDcCYj0RufOGo5XzzIT6s4E6paDE80vS_xYwcHcfoULLg=,Train Station Departing Delays,Success,14.6,1.19,53.07,98.81,Secure
4371,Train Maintenance Departing Arriving Delays Station Train,Train Maintenance Departing Arriving Delays Station Train,0,Train Maintenance Departing Arriving Delays Station Train,HybridRSA-Blowfish,gAAAAABnlGiMI97SVZpzSdz6QqxOjfL70hHF0TUhMvGSJmEAmQcQu9MJKMgeQnnHZTyCgorvysUrdxEcnCCnIM0pyGShSAIOqvJOdNPDqj4XNQdHyzT97iNb9jIREA2J-HtTGnJ9DbYT9rDZ2qonptNOI2N5H7exWQ==,Train Maintenance Departing Arriving Delays Station Train,Failure,8.06,1.44,51.17,98.56,Not Secure
4372,Maintenance Arriving Train Maintenance Maintenance On-Time On-Time,Maintenance Arriving Train Maintenance Maintenance On-Time On-Time,0,Maintenance Arriving Train Maintenance Maintenance On-Time On-Time,HybridRSA-Blowfish,gAAAAABnlGiML9PO1e_h-3KZpugHhq1_NlVDpLaCv0wP22zacxoQYk9ZlFmYltcsZREzPAeB0DjavY5z_e231eSdvhhMg8VJbNQybR5RfsonxKgXpWP03uwObBBwlTrzLbC7j2f2hGQ1HHyIqlXOp1CuDBNUyPUQczgmvEkMTrhjKYJnerLZxIk=,Maintenance Arriving Train Maintenance Maintenance On-Time On-Time,Success,8.47,0.74,54.31,99.26,Secure
4373,On-Time Departing Delays Station Train Station,On-Time Departing Delays Station Train Station,0,On-Time Departing Delays Station Train Station,Blowfish,gAAAAABnlGiMc3dvMmwyPtw4xZgyhr2fSHdQy2eskcOrotdnrvWV1SwVpeQZTyIoIQCJfMtZZteluJpjOT4KVxOmPVozwjx8KBs7h5DRifr3jv3j9TbEGAlDWuV_WymrZCpoPDypKuYp,On-Time Departing Delays Station Train Station,Failure,14.63,1.14,53.33,98.86,Not Secure
4374,Arriving Maintenance Maintenance Train Arriving Delays Maintenance,Arriving Maintenance Maintenance Train Arriving Delays Maintenance,0,Arriving Maintenance Maintenance Train Arriving Delays Maintenance,RSA,gAAAAABnlGiMCCA6eDxGDFsO4xHZIDHITh7DC3h_IUSWW8uKcn6xelhfybfXN6MEgxZhJabDThgppRzUuaJq1DizqC38D6CthLc2dDdIg5NyJjU8YmkwxYDvBfdSy6JZlTuKhJ0i9vkyTKNeTulThXboeHVbHObE7TXuIFK9z0ZCLDf3zA1VXRo=,Arriving Maintenance Maintenance Train Arriving Delays Maintenance,Failure,10.91,0.75,54.69,99.25,Not Secure
4375,Arriving Arriving Delays Arriving On-Time Station Delays,Arriving Arriving Delays Arriving On-Time Station Delays,0,Arriving Arriving Delays Arriving On-Time Station Delays,HybridRSA-Blowfish,gAAAAABnlGiMRbfQzcw7NPuldjZ5G88CG2KeL-jZfG6QdFkcfM_55riLoEsRgEJMePcOEs02y-uXaYHsvpF0y55rDkUQUgEPHeZOGuHow9vUzPX0wFQS6TU2L0RJNHr7nHhumiZphopWkl7O5_SjXR-4cc4yNcdlhQ==,Arriving Arriving Delays Arriving On-Time Station Delays,Success,12.24,1.52,58.79,98.48,Secure
4376,Train Delays On-Time Arriving Arriving Delays,Train Delays On-Time Arriving Arriving Delays,0,Train Delays On-Time Arriving Arriving Delays,Blowfish,gAAAAABnlGiMCfDYYFFmoIsSGTWW73F6cwYL0MuzJHpEru40eoh6ZvYSzmHiY10YwO0DVqMa_abyOOAFwqBYPonE9N9ZujZA4DUT6yb_QbCOrts-_U7FX0xb48q5xKbfEvNIrPpxJvWx,Train Delays On-Time Arriving Arriving Delays,Failure,7.69,0.44,52.79,99.56,Not Secure
4377,Departing On-Time Departing Delays Station,Departing On-Time Departing Delays Station,0,Departing On-Time Departing Delays Station,RSA,gAAAAABnlGiMlfSV0RMzbSckjIDY7PfVhnP2zacucfjvjodVI3qq7wVGa2gHuEmZKWtLh-XRmlwcmH6mTF6eHSngP1arB8TCH75knvb4Pgnq-936WHeEr0GlctfkP8FMVD8ucWCCJX5U,Departing On-Time Departing Delays Station,Failure,10.34,0.96,50.14,99.04,Not Secure
4378,On-Time Delays Departing Arriving Arriving,On-Time Delays Departing Arriving Arriving,0,On-Time Delays Departing Arriving Arriving,Blowfish,gAAAAABnlGiM_tzU8KBsQb9MDxYlj2_yCgszv65DGPXPticplWguOo-qRAtMRrBG1jKiuG2bOLc6a7CiPDyfyQqRYuoY02lcCO5pTW2fW-xKcEBOso7dpgn-36YvULEf2zYRfoI-toYz,On-Time Delays Departing Arriving Arriving,Success,13.63,0.05,59.69,99.95,Secure
4379,Station Station Arriving Departing,Station Station Arriving Departing,0,Station Station Arriving Departing,RSA,gAAAAABnlGiMD86XmpAB36DYSfnkKGqYz02JXtjFcfaS8fjQ53zLt3r1E8dwnAYkcNvO-tkfjGzAopocLMH4Cw5PXVg_BC5MMGdLC-HjjP2OnSEnvZaQNqMjiPfo0THLj6e0oF_3vhhU,Station Station Arriving Departing,Success,14.1,1.07,55.38,98.93,Secure
4380,On-Time Delays Departing Arriving,On-Time Delays Departing Arrmving,1,On-Time Delays Departing Arriving,HybridRSA-Blowfish,gAAAAABnlGiMaHX7WNtzqnrdnSCRUXzvcF_Gdzx-QfQkU3tFWtczWmxkBqc1hRgLhQ5hP3yXDO3RfVCGqIpj5V9uw8O63TeHVqF5N3_OyMssWUIIRAtEaUG4YD_Aya8NDNpqwi1NPm2o,On-Time Delays Departing Arriving,Success,6.84,1.77,54.87,98.23,Secure
